Type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix / 106,Zx / 103,Sx / 103,rx,Iy / 106,Zy / 103,Sy / 103,ry,Iz / 106,rz,Sz / 103,J / 103,Cw / 109,C / 103,Wno,Sw1 / 106,Sw2 / 106,Sw3 / 106,Qf / 103,Qw / 103,ro,H,tan(?),Qs,Iw / 106,zA,zB,zC,wA,wB,wC,SwA / 103,SwB / 103,SwC / 103,SzA / 103,SzB / 103,SzC / 103,rts,ho,PA,PB
ST,ST255X64,ST255X64,64.0,8190,259,257,–,–,–,179,178,–,–,–,16.8,17.5,9.52,23.4,23.8,–,–,–,44.5,44.5,–,–,73.9,–,–,24.7,3.84,–,–,–,–,15.4,51.6,510,282,79.5,9.70,190,108,34.5,–,–,–,1370,2.46,–,–,–,–,–,–,–,107,0.659,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST255X56,ST255X56,56.0,7100,254,254,–,–,–,162,162,–,–,–,16.1,15.9,7.94,20.2,20.6,–,–,–,41.4,41.3,–,–,78.0,–,–,34.0,4.02,–,–,–,–,15.7,45.4,469,259,80.0,6.16,137,75.7,29.5,–,–,–,949,1.94,–,–,–,–,–,–,–,109,0.613,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST255X49.1,ST255X49.1,49.1,6260,254,254,–,–,–,159,159,–,–,–,12.8,12.7,6.35,20.2,20.6,–,–,–,41.4,41.3,–,–,71.4,–,–,21.4,3.94,–,–,–,–,19.8,38.7,383,211,78.7,5.70,126,71.9,30.2,–,–,–,741,1.08,–,–,–,–,–,–,–,104,0.654,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST230X52,ST230X52,52.0,6650,229,229,–,–,–,159,159,–,–,–,18.1,17.5,9.52,17.6,17.5,–,–,–,38.1,38.1,–,–,74.7,–,–,45.2,4.52,–,–,–,–,12.7,35.2,411,229,72.9,4.99,117,62.9,27.4,–,–,–,841,1.89,–,–,–,–,–,–,–,102,0.582,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST230X40.7,ST230X40.7,40.7,5170,229,229,–,–,–,152,152,–,–,–,11.7,11.1,6.35,17.6,17.5,–,–,–,38.1,38.1,–,–,63.8,–,–,18.7,4.34,–,–,–,–,19.5,25.9,283,157,70.9,4.33,99.3,56.5,29.0,–,–,–,483,0.607,–,–,–,–,–,–,–,94.2,0.660,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST190X37,ST190X37,37.0,4740,191,190,–,–,–,143,143,–,–,–,14.0,14.3,7.94,15.8,15.9,–,–,–,35.1,34.9,–,–,57.2,–,–,21.0,4.53,–,–,–,–,13.6,16.9,229,127,59.7,3.24,81.8,45.2,26.2,–,–,–,437,0.542,–,–,–,–,–,–,–,81.8,0.635,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST190X32,ST190X32,32.0,4060,191,190,–,–,–,140,140,–,–,–,10.4,11.1,6.35,15.8,15.9,–,–,–,35.1,34.9,–,–,51.1,–,–,15.4,4.42,–,–,–,–,18.2,13.7,177,98.2,58.2,2.97,74.4,42.4,26.9,–,–,–,318,0.267,–,–,–,–,–,–,–,77.2,0.689,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST155X37,ST155X37,37.0,4730,152,152,–,–,–,139,140,–,–,–,17.4,17.5,9.52,16.7,17.5,–,–,–,36.6,36.5,–,–,46.7,–,–,19.3,4.17,–,–,–,–,8.73,10.4,180,99.0,47.0,3.24,84.6,46.5,26.2,–,–,–,566,0.529,–,–,–,–,–,–,–,66.0,0.662,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST155X30.35,ST155X30.35,30.4,3850,152,152,–,–,–,133,133,–,–,–,11.7,11.1,6.35,16.7,17.5,–,–,–,36.6,36.5,–,–,40.1,–,–,14.7,3.98,–,–,–,–,13.0,7.87,126,70.0,45.2,2.81,72.6,42.1,26.9,–,–,–,350,0.211,–,–,–,–,–,–,–,61.5,0.732,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST155X26,ST155X26,26.0,3300,152,152,–,–,–,129,130,–,–,–,10.9,11.1,6.35,13.8,14.3,–,–,–,30.2,30.2,–,–,41.9,–,–,13.8,4.67,–,–,–,–,14.0,7.16,117,64.7,46.5,2.05,55.7,31.8,24.9,–,–,–,218,0.149,–,–,–,–,–,–,–,63.2,0.695,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST155X23.65,ST155X23.65,23.7,3000,152,152,–,–,–,127,127,–,–,–,8.89,9.52,4.76,13.8,14.3,–,–,–,30.2,30.2,–,–,38.4,–,–,12.2,4.60,–,–,–,–,17.1,6.16,97.3,54.1,45.2,1.94,52.8,30.6,25.4,–,–,–,182,0.0977,–,–,–,–,–,–,–,60.7,0.731,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST125X26,ST125X26,26.0,3320,127,127,–,–,–,125,127,–,–,–,15.1,15.9,7.94,12.5,12.7,–,–,–,28.7,28.6,–,–,39.6,–,–,17.1,5.03,–,–,–,–,8.42,5.20,108,59.3,39.6,1.73,50.8,27.5,22.8,–,–,–,263,0.195,–,–,–,–,–,–,–,56.6,0.653,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST125X18.9,ST125X18.9,18.9,2400,127,127,–,–,–,118,117,–,–,–,7.90,7.94,4.76,12.5,12.7,–,–,–,28.7,28.6,–,–,30.5,–,–,10.2,4.75,–,–,–,–,16.1,3.24,60.6,33.6,36.8,1.40,40.8,23.6,24.1,–,–,–,125,0.0465,–,–,–,–,–,–,–,50.3,0.767,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST100X17,ST100X17,17.0,2180,102,102,–,–,–,106,105,–,–,–,11.2,11.1,6.35,10.8,11.1,–,–,–,25.4,25.4,–,–,29.2,–,–,11.2,4.91,–,–,–,–,9.07,2.08,52.3,28.8,31.0,0.887,30.2,16.7,20.2,–,–,–,113,0.0451,–,–,–,–,–,–,–,43.9,0.704,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST100X13.7,ST100X13.7,13.7,1740,102,102,–,–,–,102,102,–,–,–,6.88,6.35,3.18,10.8,11.1,–,–,–,25.4,25.4,–,–,23.9,–,–,8.53,4.71,–,–,–,–,14.8,1.45,33.9,18.7,29.0,0.766,26.1,15.1,21.0,–,–,–,69.5,0.0172,–,–,–,–,–,–,–,40.1,0.788,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST75X12.85,ST75X12.85,12.9,1630,76.2,76.2,–,–,–,90.7,92.1,–,–,–,11.8,11.1,6.35,9.12,9.52,–,–,–,20.7,20.6,–,–,23.2,–,–,10.0,4.97,–,–,–,–,6.45,0.882,30.3,16.7,23.2,0.475,19.2,10.5,17.1,–,–,–,75.3,0.0207,–,–,–,–,–,–,–,34.3,0.705,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST75X9.3,ST75X9.3,9.30,1180,76.2,76.2,–,–,–,84.6,85.7,–,–,–,5.89,6.35,3.18,9.12,9.52,–,–,–,20.7,20.6,–,–,17.6,–,–,6.88,4.64,–,–,–,–,12.9,0.524,16.6,8.96,21.1,0.375,15.2,8.87,17.8,–,–,–,34.5,0.00529,–,–,–,–,–,–,–,30.5,0.819,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST65X7.5,ST65X7.5,7.50,942,63.5,63.5,–,–,–,76.2,76.2,–,–,–,5.44,4.76,3.18,8.28,7.94,–,–,–,19.1,19.1,–,–,14.5,–,–,6.07,4.60,–,–,–,–,11.7,0.279,10.7,5.70,17.2,0.248,11.2,6.52,16.2,–,–,–,23.6,0.00269,–,–,–,–,–,–,–,25.9,0.839,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST50X7.05,ST50X7.05,7.05,903,50.8,50.8,–,–,–,71.1,69.8,–,–,–,8.28,7.94,4.76,7.44,7.94,–,–,–,19.1,19.1,–,–,14.0,–,–,6.35,4.78,–,–,–,–,6.13,0.192,9.70,5.23,14.6,0.185,9.26,5.19,14.3,–,–,–,24.6,0.00267,–,–,–,–,–,–,–,22.9,0.797,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST50X5.75,ST50X5.75,5.75,729,50.8,50.8,–,–,–,67.6,66.7,–,–,–,4.90,4.76,3.18,7.44,7.94,–,–,–,19.1,19.1,–,–,11.4,–,–,5.18,4.54,–,–,–,–,10.4,0.128,6.24,3.24,13.3,0.156,7.95,4.60,14.6,–,–,–,15.2,0.00123,–,–,–,–,–,–,–,21.2,0.869,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST37.5X5.6,ST37.5X5.6,5.60,710,38.1,38.1,–,–,–,63.8,63.5,–,–,–,8.86,9.52,4.76,6.60,6.35,–,–,–,15.9,15.9,–,–,11.0,–,–,5.56,4.83,–,–,–,–,4.30,0.0832,5.75,3.06,10.8,0.120,6.74,3.77,13.0,–,–,–,18.0,0.00133,–,–,–,–,–,–,–,18.6,0.830,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
ST,ST37.5X4.25,ST37.5X4.25,4.25,535,38.1,38.1,–,–,–,59.2,60.3,–,–,–,4.32,4.76,3.18,6.60,6.35,–,–,–,15.9,15.9,–,–,8.36,–,–,4.34,4.48,–,–,–,–,8.82,0.0475,3.21,1.59,9.40,0.0928,5.37,3.15,13.2,–,–,–,8.99,0.000508,–,–,–,–,–,–,–,16.9,0.911,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L203X203X28.6,2L203X203X28.6,169,21700,203,–,–,–,–,–,–,–,203,–,–,–,–,–,–,28.6,–,–,–,–,–,–,61.0,–,–,26.7,–,7.08,–,–,–,–,81.6,1040,574,61.2,163,1610,801,86.6,–,–,–,–,–,–,–,–,–,–,–,–,116,0.837,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L203X203X28.6X9,2L203X203X28.6X9,169,21700,203,–,–,–,–,–,–,–,203,–,–,–,–,–,–,28.6,–,–,–,–,–,–,61.0,–,–,26.7,–,7.08,–,–,–,–,81.6,1040,574,61.2,175,1720,842,89.9,–,–,–,–,–,–,–,–,–,–,–,–,118,0.844,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L203X203X28.6X19,2L203X203X28.6X19,169,21700,203,–,–,–,–,–,–,–,203,–,–,–,–,–,–,28.6,–,–,–,–,–,–,61.0,–,–,26.7,–,7.08,–,–,–,–,81.6,1040,574,61.2,189,1820,890,93.5,–,–,–,–,–,–,–,–,–,–,–,–,121,0.851,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L203X203X25.4,2L203X203X25.4,152,19500,203,–,–,–,–,–,–,–,203,–,–,–,–,–,–,25.4,–,–,–,–,–,–,59.9,–,–,24.0,–,8.00,–,–,–,–,74.1,934,518,61.7,144,1400,711,86.1,–,–,–,–,–,–,–,–,–,–,–,–,116,0.834,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L203X203X25.4X9,2L203X203X25.4X9,152,19500,203,–,–,–,–,–,–,–,203,–,–,–,–,–,–,25.4,–,–,–,–,–,–,59.9,–,–,24.0,–,8.00,–,–,–,–,74.1,934,518,61.7,156,1490,749,89.4,–,–,–,–,–,–,–,–,–,–,–,–,118,0.841,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L203X203X25.4X19,2L203X203X25.4X19,152,19500,203,–,–,–,–,–,–,–,203,–,–,–,–,–,–,25.4,–,–,–,–,–,–,59.9,–,–,24.0,–,8.00,–,–,–,–,74.1,934,518,61.7,169,1590,793,93.0,–,–,–,–,–,–,–,–,–,–,–,–,121,0.848,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L203X203X22.2,2L203X203X22.2,134,17200,203,–,–,–,–,–,–,–,203,–,–,–,–,–,–,22.2,–,–,–,–,–,–,58.7,–,–,21.1,–,9.14,–,–,–,–,66.2,829,459,62.2,125,1190,615,85.3,–,–,–,–,–,–,–,–,–,–,–,–,116,0.831,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L203X203X22.2X9,2L203X203X22.2X9,134,17200,203,–,–,–,–,–,–,–,203,–,–,–,–,–,–,22.2,–,–,–,–,–,–,58.7,–,–,21.1,–,9.14,–,–,–,–,66.2,829,459,62.2,136,1270,652,88.9,–,–,–,–,–,–,–,–,–,–,–,–,118,0.838,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L203X203X22.2X19,2L203X203X22.2X19,134,17200,203,–,–,–,–,–,–,–,203,–,–,–,–,–,–,22.2,–,–,–,–,–,–,58.7,–,–,21.1,–,9.14,–,–,–,–,66.2,829,459,62.2,146,1350,687,92.2,–,–,–,–,–,–,–,–,–,–,–,–,121,0.845,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L203X203X19,2L203X203X19,116,14800,203,–,–,–,–,–,–,–,203,–,–,–,–,–,–,19.1,–,–,–,–,–,–,57.4,–,–,18.3,–,10.7,–,–,–,–,58.3,721,400,62.5,107,991,526,84.8,–,–,–,–,–,–,–,–,–,–,–,–,116,0.829,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L203X203X19X9,2L203X203X19X9,116,14800,203,–,–,–,–,–,–,–,203,–,–,–,–,–,–,19.1,–,–,–,–,–,–,57.4,–,–,18.3,–,10.7,–,–,–,–,58.3,721,400,62.5,115,1060,554,88.1,–,–,–,–,–,–,–,–,–,–,–,–,118,0.836,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L203X203X19X19,2L203X203X19X19,116,14800,203,–,–,–,–,–,–,–,203,–,–,–,–,–,–,19.1,–,–,–,–,–,–,57.4,–,–,18.3,–,10.7,–,–,–,–,58.3,721,400,62.5,125,1130,587,91.7,–,–,–,–,–,–,–,–,–,–,–,–,121,0.843,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L203X203X15.9,2L203X203X15.9,97.4,12500,203,–,–,–,–,–,–,–,203,–,–,–,–,–,–,15.9,–,–,–,–,–,–,56.1,–,–,15.4,–,12.8,–,–,–,–,49.5,610,338,63.0,89.1,801,439,84.3,–,–,–,–,–,–,–,–,–,–,–,–,116,0.826,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L203X203X15.9X9,2L203X203X15.9X9,97.4,12500,203,–,–,–,–,–,–,–,203,–,–,–,–,–,–,15.9,–,–,–,–,–,–,56.1,–,–,15.4,–,12.8,–,–,–,–,49.5,610,338,63.0,96.1,860,462,87.6,–,–,–,–,–,–,–,–,–,–,–,–,118,0.833,–,0.997,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L203X203X15.9X19,2L203X203X15.9X19,97.4,12500,203,–,–,–,–,–,–,–,203,–,–,–,–,–,–,15.9,–,–,–,–,–,–,56.1,–,–,15.4,–,12.8,–,–,–,–,49.5,610,338,63.0,104,921,487,90.9,–,–,–,–,–,–,–,–,–,–,–,–,121,0.840,–,0.997,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L203X203X14.3,2L203X203X14.3,88.0,11300,203,–,–,–,–,–,–,–,203,–,–,–,–,–,–,14.3,–,–,–,–,–,–,55.6,–,–,13.9,–,14.2,–,–,–,–,45.0,551,306,63.2,79.9,708,393,84.1,–,–,–,–,–,–,–,–,–,–,–,–,116,0.825,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L203X203X14.3X9,2L203X203X14.3X9,88.0,11300,203,–,–,–,–,–,–,–,203,–,–,–,–,–,–,14.3,–,–,–,–,–,–,55.6,–,–,13.9,–,14.2,–,–,–,–,45.0,551,306,63.2,86.2,762,415,87.4,–,–,–,–,–,–,–,–,–,–,–,–,118,0.832,–,0.959,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L203X203X14.3X19,2L203X203X14.3X19,88.0,11300,203,–,–,–,–,–,–,–,203,–,–,–,–,–,–,14.3,–,–,–,–,–,–,55.6,–,–,13.9,–,14.2,–,–,–,–,45.0,551,306,63.2,92.8,816,436,90.7,–,–,–,–,–,–,–,–,–,–,–,–,121,0.839,–,0.959,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L203X203X12.7,2L203X203X12.7,78.6,10100,203,–,–,–,–,–,–,–,203,–,–,–,–,–,–,12.7,–,–,–,–,–,–,55.1,–,–,12.4,–,16.0,–,–,–,–,40.6,495,274,63.2,71.2,621,351,83.8,–,–,–,–,–,–,–,–,–,–,–,–,116,0.824,–,0.998,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L203X203X12.7X9,2L203X203X12.7X9,78.6,10100,203,–,–,–,–,–,–,–,203,–,–,–,–,–,–,12.7,–,–,–,–,–,–,55.1,–,–,12.4,–,16.0,–,–,–,–,40.6,495,274,63.2,77.0,669,370,87.1,–,–,–,–,–,–,–,–,–,–,–,–,118,0.831,–,0.912,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L203X203X12.7X19,2L203X203X12.7X19,78.6,10100,203,–,–,–,–,–,–,–,203,–,–,–,–,–,–,12.7,–,–,–,–,–,–,55.1,–,–,12.4,–,16.0,–,–,–,–,40.6,495,274,63.2,82.8,716,390,90.4,–,–,–,–,–,–,–,–,–,–,–,–,121,0.837,–,0.912,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L152X152X25.4,2L152X152X25.4,111,14200,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,25.4,–,–,–,–,–,–,47.2,–,–,23.3,–,6.00,–,–,–,–,29.5,505,280,45.5,60.8,836,398,65.5,–,–,–,–,–,–,–,–,–,–,–,–,86.9,0.843,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L152X152X25.4X9,2L152X152X25.4X9,111,14200,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,25.4,–,–,–,–,–,–,47.2,–,–,23.3,–,6.00,–,–,–,–,29.5,505,280,45.5,67.8,903,431,69.1,–,–,–,–,–,–,–,–,–,–,–,–,89.7,0.852,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L152X152X25.4X19,2L152X152X25.4X19,111,14200,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,25.4,–,–,–,–,–,–,47.2,–,–,23.3,–,6.00,–,–,–,–,29.5,505,280,45.5,74.9,972,462,72.6,–,–,–,–,–,–,–,–,–,–,–,–,92.5,0.861,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L152X152X22.2,2L152X152X22.2,98.6,12600,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,22.2,–,–,–,–,–,–,46.0,–,–,20.7,–,6.86,–,–,–,–,26.6,449,249,46.0,53.3,710,349,65.0,–,–,–,–,–,–,–,–,–,–,–,–,86.9,0.839,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L152X152X22.2X9,2L152X152X22.2X9,98.6,12600,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,22.2,–,–,–,–,–,–,46.0,–,–,20.7,–,6.86,–,–,–,–,26.6,449,249,46.0,59.1,770,375,68.6,–,–,–,–,–,–,–,–,–,–,–,–,89.7,0.848,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L152X152X22.2X19,2L152X152X22.2X19,98.6,12600,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,22.2,–,–,–,–,–,–,46.0,–,–,20.7,–,6.86,–,–,–,–,26.6,449,249,46.0,65.3,829,403,72.1,–,–,–,–,–,–,–,–,–,–,–,–,92.2,0.857,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L152X152X19,2L152X152X19,85.0,10900,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,19.1,–,–,–,–,–,–,45.0,–,–,17.9,–,8.00,–,–,–,–,23.4,390,218,46.2,45.4,587,298,64.5,–,–,–,–,–,–,–,–,–,–,–,–,86.9,0.835,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L152X152X19X9,2L152X152X19X9,85.0,10900,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,19.1,–,–,–,–,–,–,45.0,–,–,17.9,–,8.00,–,–,–,–,23.4,390,218,46.2,49.9,639,318,67.8,–,–,–,–,–,–,–,–,–,–,–,–,89.4,0.844,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L152X152X19X19,2L152X152X19X19,85.0,10900,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,19.1,–,–,–,–,–,–,45.0,–,–,17.9,–,8.00,–,–,–,–,23.4,390,218,46.2,55.4,692,342,71.4,–,–,–,–,–,–,–,–,–,–,–,–,92.2,0.853,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L152X152X15.9,2L152X152X15.9,72.0,9230,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,15.9,–,–,–,–,–,–,43.7,–,–,15.1,–,9.60,–,–,–,–,20.1,331,185,46.7,37.8,472,247,64.0,–,–,–,–,–,–,–,–,–,–,–,–,86.9,0.831,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L152X152X15.9X9,2L152X152X15.9X9,72.0,9230,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,15.9,–,–,–,–,–,–,43.7,–,–,15.1,–,9.60,–,–,–,–,20.1,331,185,46.7,41.6,516,265,67.3,–,–,–,–,–,–,–,–,–,–,–,–,89.4,0.840,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L152X152X15.9X19,2L152X152X15.9X19,72.0,9230,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,15.9,–,–,–,–,–,–,43.7,–,–,15.1,–,9.60,–,–,–,–,20.1,331,185,46.7,46.2,560,285,70.9,–,–,–,–,–,–,–,–,–,–,–,–,91.9,0.849,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L152X152X14.3,2L152X152X14.3,64.8,8320,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,14.3,–,–,–,–,–,–,43.2,–,–,13.7,–,10.7,–,–,–,–,18.3,302,167,47.0,33.8,416,223,63.8,–,–,–,–,–,–,–,–,–,–,–,–,86.9,0.829,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L152X152X14.3X9,2L152X152X14.3X9,64.8,8320,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,14.3,–,–,–,–,–,–,43.2,–,–,13.7,–,10.7,–,–,–,–,18.3,302,167,47.0,37.4,456,238,67.1,–,–,–,–,–,–,–,–,–,–,–,–,89.4,0.838,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L152X152X14.3X19,2L152X152X14.3X19,64.8,8320,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,14.3,–,–,–,–,–,–,43.2,–,–,13.7,–,10.7,–,–,–,–,18.3,302,167,47.0,41.5,495,256,70.6,–,–,–,–,–,–,–,–,–,–,–,–,91.9,0.847,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L152X152X12.7,2L152X152X12.7,58.0,7420,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,12.7,–,–,–,–,–,–,42.4,–,–,12.2,–,12.0,–,–,–,–,16.6,269,150,47.2,29.9,362,197,63.5,–,–,–,–,–,–,–,–,–,–,–,–,86.9,0.827,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L152X152X12.7X9,2L152X152X12.7X9,58.0,7420,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,12.7,–,–,–,–,–,–,42.4,–,–,12.2,–,12.0,–,–,–,–,16.6,269,150,47.2,33.1,397,210,66.8,–,–,–,–,–,–,–,–,–,–,–,–,89.4,0.836,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L152X152X12.7X19,2L152X152X12.7X19,58.0,7420,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,12.7,–,–,–,–,–,–,42.4,–,–,12.2,–,12.0,–,–,–,–,16.6,269,150,47.2,36.5,433,225,70.1,–,–,–,–,–,–,–,–,–,–,–,–,91.9,0.846,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L152X152X11.1,2L152X152X11.1,51.2,6580,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,11.1,–,–,–,–,–,–,41.9,–,–,10.7,–,13.7,–,–,–,–,14.7,238,133,47.2,26.3,310,172,63.2,–,–,–,–,–,–,–,–,–,–,–,–,86.9,0.826,–,1.00,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L152X152X11.1X9,2L152X152X11.1X9,51.2,6580,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,11.1,–,–,–,–,–,–,41.9,–,–,10.7,–,13.7,–,–,–,–,14.7,238,133,47.2,29.1,341,185,66.5,–,–,–,–,–,–,–,–,–,–,–,–,89.4,0.835,–,0.973,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L152X152X11.1X19,2L152X152X11.1X19,51.2,6580,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,11.1,–,–,–,–,–,–,41.9,–,–,10.7,–,13.7,–,–,–,–,14.7,238,133,47.2,32.1,374,198,69.9,–,–,–,–,–,–,–,–,–,–,–,–,91.9,0.844,–,0.973,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L152X152X9.5,2L152X152X9.5,44.4,5650,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,9.53,–,–,–,–,–,–,41.1,–,–,9.27,–,16.0,–,–,–,–,12.8,205,115,47.5,22.4,259,147,63.0,–,–,–,–,–,–,–,–,–,–,–,–,86.9,0.824,–,0.998,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
2L,2L152X152X9.5X9,2L152X152X9.5X9,44.4,5650,152,–,–,–,–,–,–,–,152,–,–,–,–,–,–,9.53,–,–,–,–,–,–,41.1,–,–,9.27,–,16.0,–,–,–,–,12.8,205,115,47.5,24.6,287,157,66.0,–,–,–,–,–,–,–,–,–,–,–,–,89.2,0.833,–,0.912,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
